open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2083,2179.5,2175,2083,55957.16,95.05,4.57,2074.998,2097.889,2056.804,42988.51,42519.67,41868.5,0.45
